"","Authors","Title","Abstract"
"23","Costa Junior, Euvaldo de Sousa; Barbosa, Mayara Suzanne de Melo; Silva, Cândida Maria Anjos da; Silva, Raíra Carine Santana da; Kiill, Lucia Helena Piedade; Beckmann-Cavalcante, Márkilla Zunete","Vegetative propagation of Rhaphiodon echinus Schauer (Lamiaceae): effects of the period of cutting in rooting, cuttings arrangement and IBA concentrations for seedlings production","ABSTRACT One of the tendencies in the floriculture sector, whether in modern landscaping or floral art, is related to the insertion of innovations in the sector, mainly of native origin. For this it is necessary to establish strategies that favor the introduction of these materials. Among the species that present ornamental potential, Rhaphiodon echinus Schauer has been outstanding for groundcover; however it is necessary to establish the proper propagation protocol for the species. In this sense, the objective was to evaluate the vegetative propagation process of this species considering the period of cutting in rooting, cuttings arrangement and IBA concentrations for seedlings production. The experiment was carried out in a sub-split plots scheme with the period of cutting in rooting in the plots (30 and 60 days), the cuttings arrangement (horizontal and vertical) in the subplots and the IBA concentrations (0; 1,000; 2,000 and 4,000 ppm) in sub-subplots. The following variables were evaluated: survival cuttings, percentage of rooted cuttings, number of sprouts per cuttings, average length of the largest root, root volume, shoot dry biomass and root dry biomass. There was a significant interaction between the period of cutting in rooting and the cuttings arrangement for survival cuttings and rooted cuttings; between the period of cutting in rooting and the concentration of IBA for shoot dry and between the cuttings arrangement and concentration and IBA for the percentage of rooted cuttings, number of sprouts per cuttings and root dry biomass. For average length of the largest root and root volume there was a significant effect for period of cutting in rooting and IBA concentrations individually. The period of cutting in rooting of 30 days is the most suitable for rooting the cuttings. In relation of the cuttings arrangement the most indicated is vertical. Finally, the concentration of 1,000 ppm of IBA can be indicated for the propagation of R. echinus by the cutting process."
"24","Souza, Denys Matheus Santana Costa; Xavier, Aloisio; Otoni, Wagner Campos; Miranda, Natane Amaral; Maggioni, Joane Helena","LIGHT QUALITY IN THE IN VITRO INTRODUCTION OF Corymbia HYBRID CLONES","ABSTRACT Micropropagation via axillary bud proliferation is recommended for rejuvenation or reinvigoration of selected clones, as well as for improving clonal seedlings rooting. The success of a micropropagation protocol depends on the in vitro introduction, since following phases, multiplication, elongation, and rooting can only take place once the aseptic crop with vegetative vigor has been established. This study aims to assess the effect of light on the in vitro introduction of hybrid clones of Corymbia torelliana x C. citriodora e Corymbia citriodora x C. torelliana by the micropropagation technique through proliferation by axillary buds. The mini-stumps, suppliers of explants for in vitro introduction, were conducted in semi-hydroclonal mini-clonal hedge. Nodal segments from three Corymbia torelliana x C. citriodora (TC01, TC02 e TC03) clones and one Corymbia citriodora x C. torelliana (CT01) clone were collected, disinfested and inoculated in JADS culture medium, in order to compare the effects of light quality from a dark/fluorescent lamp, a fluorescent lamp, and white and red/blue LEDs. At 30 days after inoculation, the following characteristics were evaluated: average contamination percentage, oxidation, non-reactive explants, shoot length and average number of shoots per explant greater than 0.5 cm. Gathered data showed that the use of red/blue LED light source obtained the best results in all assessed characteristics in the in vitro introduction."
"25","Ciriello, Eduardo; Mori, Edson Seizo","ROOTING OF GUANANDI (Calophyllum brasilienseCAMBESS) CUTTINGS USING INDOLE-BUTYRIC ACID","ABSTRACT Commercial reforestation of Brazilian native species to produce hardwood for sawmills has been recently intensified in the country. Among the potential species planted by the logging industry is guanandi (Calophyllum brasiliense Cambess) because it is widely distributed in the country, highly adapted to different soil and climate conditions, good bole form and high quality timber. The development of genetic improvement programs should prioritize gains in productivity and yields in the medium and long term. For such programs to be successful, the study of vegetative propagation techniques to abbreviate steps in forest improvement and allow its mass production is fundamental. To assess the viability of vegetative propagation of the species, two successive experiments were carried out during two years testing the best type of cutting, hormone concentration and management. Different cuttings types submitted to increasing doses of indole-butyric acid (IBA) were tested to evaluate survival, sprouting, rooting and callus formation. Results indicate that the species is viable for vegetative propagation with 85 to 90% rooting of cuttings from seedlings in the IBA concentrations of 3000 to 7000 mg.L-1. For the cuttings, sprouting from the base of adult trees 3000 mg.L-1 was the best concentration of IBA."
"26","Moreira, Francisco José Carvalho; Santos, Carmem Dolores Gonzaga; Innecco, Renato; Silva, Gilson Soares da","Controle alternativo de nematoide das galhas (Meloidogyne incognita) raça 2, com óleos essenciais em solo","The action of natural products on plant pathogens has been investigated with the aim of evaluating their effectiveness in the alternative control of diseases, especially in organic agriculture. The aim of the present study was to evaluate the effect of essential oils of rosemary pepper (Lippia sidoides) and citronella grass (Cymbopogon winterianus) on the control of M. Incognita race 2, in tomato (Solanum lycopersicum) and celosia (Celosia plicata). Thus, an assay was conducted in 6 x 2 factorial arrangement, with five replicates. It was carried out in a greenhouse of the Plant Health Sector of the Department of Phytotechny/CCA/UFC, in the period from April to June 2007. The seedlings used in this test were transplanted into plastic pots containing 2 kg of sterile soil, in which, at 24 hours after transplanting, 4,000 eggs/J2 of M. incognita, race 2, were inoculated, except for negative controls. For 50% of the number of pots, 100 ml of the solutions of each essential oil were soon applied to each pot at the concentration of 2.5 ml L-1. After 48 hours, the same amount was applied to the remaining pots. This volume corresponds to 60% of the field capacity of this substrate, which was previously calculated. The final evaluation was at 45 days after inoculation. The following variables were analyzed in relation to the nematode: number of galls (NG), number of eggs (NE), egg mass index (EMI), reproduction factor (RF), reproduction factor reduction (RFR). Regarding the development of plants, the measured parameters were: plant height, shoot fresh and dry weight, and fresh weight of the root system. The nematode reproduction revealed to be less efficient in tomato. The employed essential oils reduced the reproductive rate of the nematode by 83 and 29% in tomato and celosia, respectively. The times of application of essential oils differed as to the nematode reproduction for the number of galls and the reproduction factor."
"27","Souza, Aline das Graças; Faquin, Valdemar; Chalfun, Nilton Nagib; Souza, Ademária Aparecida","Produção de mudas de tangerineira 'Ponkan' em sistema hidropônico","The production in hydroponics of grafted seedlings has been used successfully for various crops, due to its precocity and absence of pathogens, mainly from the soil and substrates. This research was therefore carried out with the aim of studying the feasibility of the production of Rangpur-lime rootstock in a hydroponic system, by determining the optimal diameter of the rootstock for grafting onto the tangerine cultivar Ponkan, and by evaluating the production of the grafted seedlings. The experiment was conducted in two stages in a greenhouse in the Hydroponics Sector of the Department of Soil Science at the Federal University of Lavras in Minas Gerais. In the first stage, the growth of Rangpur lime rootstock (Citrus limonia Osbeck) was investigated. In the second stage, the optimal diameter of the rootstock for grafting was evaluated together with the viability of the production of seedlings of the tangerine cultivar Ponkan (Citrus reticulata Blanco) when grafted onto rootstock of the Rangpur lime. Both steps were carried out in a hydroponic system, using a completely randomized experimental design. The treatments of each experiment were times of evaluation (in weeks) consisting of five replications of five seedlings, giving a total of 25 rootstocks per tube. The rootstock of Rangpur lime with a diameter of 7mm, was the most suitable for the propagation of seedlings of the tangerine cultivar Ponkan (Citrus reticulata Blanco), presenting the best vegetative growth of the graft, with a protrusion time of 91 DAE, surpassing the time for the formation of the citrus seedlings obtained from the other diameters (4, 5 and 6mm). The hydroponic system was shown to be a viable technique for propagating citrus seedlings."
"28","Melo, Lucas Amaral de; Xavier, Aloisio; Takahashi, Elizabete Keiko; Rosado, Antônio Marcos; Paiva, Haroldo Nogueira de","Effectiveness of ascorbic acid and PVP in the rooting of clonal mini-cuttings of Eucalyptus urophylla x Eucalyptus grandis","The objective of this study is to evaluate the effectiveness of the antioxidants ascorbic acid and polyvinylpyrrolidone (PVP) in the rooting of mini-cuttings for three clones of Eucalyptus urophylla x Eucalyptus grandis. Mini-cuttings were gathered from a mini-clonal hedge which had been cultivated in concrete ducts containing washed sand. Five concentrations of each antioxidant were experimentally tested on each of the three clones (C1, C2 and C3). Assessments were done of mini-cutting survival and rooting rates when leaving the greenhouse and the shade house, as well as seedling survival and growth at age 50 days. Ascorbic acid was found to be beneficial to the mini-cuttings of the clone with a lower rooting percentage (C3), whereas PVP was found to be unbeneficial to the clones being studied."
"29","Santos, Caio Marcio Guimarães; Cerqueira, Reginaldo Conceição; Fernandes, Luíza Maria de Souza; Rodrigues, João Domingos; Ono, Elizabeth Orika","Efeito de substratos e boro no enraizamento de estacas de pitaya","Pitaya, a climbing fruit species belonging to the cactus family, has been largely commercialized in the Brazilian exotic fruit market. This study aimed to evaluate the effect of different substrates on the rooting of cladodes with the base immersed or not in boric acid solution. There was also evaluated the formation and initial development of roots, resulting in more vigorous, high-quality seedlings with higher survival rates. The experiment was carried out in a lath house of the Department of Plant Production, Horticulture Sector, College of Agronomical Sciences, Botucatu Campus, São Paulo State University (UNESP). The experiment was arranged in a complete randomized design, in a 4x2 (substrates x boron) factorial arrangement, with four replicates. Sixty days after the experiment establishment, shoot fresh and dry matter, root fresh and dry matter, and the highest root length were evaluated. The initial root growth and development of cuttings were affected by the substrates and boron. Sand+manure provided higher phytomass accumulation in the shoot and root system of red pitaya. Among the substrates, the treatment sand + cattle manure was the most suitable to produce more vigorous and high-quality seedlings."
"30","Phelps, Ronald P.","Recent advances in fish hatchery management","The advancement of aquaculture has often been bottlenecked because of the lack of seed, but once that bottleneck was overcome there was rapid growth. Recent examples of advances in hatchery technology leading to increased production are sea bream and Pangasius. Three areas contributing to the advancement of hatchery management are: brood stock management, induced spawning and larval feeding. Formulated diets have been developed for marine brood fish that are equal or better than the traditional raw fish diets. The importance of lipids and their composition in brood fish diets, particularly n-3 HUFAs has received much attention. The lipid composition of the brood diet is reflected in egg composition and egg quality. Protein quantity and quality in brood diets also impacts reproductive success and egg quality. The use of Gonadotropin-releasing hormone agonists (GnRHa) given as an injection or a slow release implant for induced spawning is becoming more widely used. The addition of dopamine antagonists with GnRHa may not be necessary to successfully induce spawn some species of fish. The use of GnRHa can advance the maturation of oocytes allowing such fish to be successfully induced spawned. Significant advances have been made in the development of formulated microdiets for larval fish. Such microdiets have been used successfully with young larvae reducing the need for live foods such as artemia. The quality of both live foods and formulated diets has been enriched with the use of fatty acids. Not only the quantity of n-3 HUFAs added to a diet impacts larval growth and survival but the ratios of specific n-3 HUFAs has an impact. Enrichment of live foods with amino acids can also improve larval fish growth and survival."
"31","Gabardo, Cleusa Valério; Hagemeyer, Regina Cely C.","Formação docente continuada na relação universidade e escola: construção de referências para uma análise a partir da experiência do PDE/PR","The present article examines the demands of continuing education in the relationship between university and school in the current context. From the studies and researches proposed by the Project The quality of teacher education in the current context: school, university and educational policy, developed by the authors, it is proposed to situate the role of the university as a body of knowledge and educators and teachers training for the current school. The asessment of the continued education policies of the PDE/PR - (Program for Educational Development Network Continuous Formation. Parana, Brazil) is prioritized, proposed by Ministry of Education of Parana to the UFPR (Universidade Federal do Paraná) and the Education Sector, which has been in force since 2007. From this perspective, it is presented the analysis of the research conducted with groups of professional participants of the project, from semi-structured interviews, in three instances: - the educators, state schools teachers, and teachers guiding the PDE/PR at UFPR. From emancipatory assessment and according to the theories of authors who deal with the continuing education today, the research analyzes the PDE/PR process, in its objectives and activities. Considering the relationship between university and school, and taking into account statements and actions of the participant professionals, the aim is to get referrals to assess the role of the university in the initial and continued teacher training."
"32","Ceratti, Marina; Paiva, Patrícia Duarte de Oliveira; Sousa, Magno de; Tavares, Thaísa Silva","Comercialização de flores e plantas ornamentais no segmento varejista no município de Lavras/MG","Ornamentals plants and flowers Brazilian market has been presenting increase perspectives and consequent increment for the main segments of productive system: production, distribution and commercialization. This optimist prevision has been attracting new undertakes occasioning an increase of competition and the search necessity for new products and services. To understand the ornamental plants and flower new tendency and to analyze the retail segment structure at Lavras County, State of Minas Gerais, Brazil, that was the main purpose of this work, were got information at the flower and ornamental plants establishments at the first semester of 2003. For this porpose, was made an exploratory research with questions about the enterprise operational structure and social questions about the florists, like knowledge level in the area and their concern about to be up to date. In the county there aren't cash and carrier flower's shops, only commercial floriculturist, among them 64% work with landscape design projects, 73% offer gardening works, and 45% have self-production, being characterized generally by protected planting in small areas and only organic and simplified cultivation of garden's seedlings for self-provisions. Therefore, at the majority all florists depend on regular plants supply accomplished directly by large wholesaler, store to store. In general, it was observed that the retailers are limited in the price dispute showing their concern with the market competition high levels, and fewer interested in the productions and services diversification. Moreover, there are few sellers that offer innovation of products and services with aggregated value, searching for highest margins. This can be the result from the time of the floricultures at the market, once that 64% of the enterprises have more than 6 years, while the others 36% have fewer than 3 years. One of the main problems informed by the local florists is the competition of the door-to-door plant's salesmen. Due to the competitiveness of the segment, there isn't florist interaction excluding a productive integration possibility that can afford a better sector organization among others advantages."
"33","Milan, Marcos; Barros, José Wandmark Duarte; Gava, José Luiz","Planning soil tillage using quality function deployment (QFD)","The Brazilian forest sector represents about 4% of gross domestic product (GDP) which is correspondent to US$ 21.0 billion. The natural forest area is approximately 4.8 million hectares and for the near future there will be a need to increase the planted area. To avoid or minimize the impact of mechanized practices on forest soils, the reduced tillage has been developed. The aim of this work is to define the technical priorities of the reduced tillage for eucalyptus seedlings, using quality function deployment (QDF). The design requirements classified as the most important to attend seedling demands were the furrow width and depth, and clod sizes. QFD has the potential to be applied to agro-forestry systems to translate plant demands into technical requirements."
