"","Authors","Title","Abstract"
"256","Woodcock B.A.; Bullock J.M.; McCracken M.; Chapman R.E.; Ball S.L.; Edwards M.E.; Nowakowski M.; Pywell R.F.","Spill-over of pest control and pollination services into arable crops","In order to make agriculture more sustainable it is important to enhance the natural processes supporting crop production, including pollination and pest control. The distance over which these services are delivered into the crop (referred to as spill-over) sets limitations on biodiversity mediated agriculture sustainability. We assess how pest control of aphids on wheat (Rhopalosiphum padi) and pollinator linked yield gain in oilseed rape decline with distance from the crop edge. For natural pest control we also assess how field margin floristic diversity (simple grass vs. species-rich wildflower) affects pest control. We do not consider the impact of field margins on oilseed rape pollination as perennial dominated field margins are not in flower at the time of oilseed rape seed set and so do not act to attract pollinators. Aphid colonies exposed to invertebrate natural enemies went extinct at a faster rate than colonies where they were excluded. The rate of decline in per capita growth rates of aphid colonies was greatest when exposed to natural predators, with this effect being detected up to 50 m into the crop where species-rich field margins were present. While oilseed rape yield gains were correlated with pollinator (bees and flies) visitation rates, there was no evidence that yield gain declined with distance from the crop edge. Possibly this was due to honeybees showing no evidence of declining visitation rates with distance into the crop (over 200 m). This contrast with bumblebees, solitary bees and flies which showed evidence of declining visitation rates with distance from the crop edge. Our results suggests that for a typical arable field (c. 12 ha) surrounded by species rich field margins, 50% of the total area could benefit from enhanced pest control services. Increased yields of oilseed rape due to insect pollinators of c. 0.4 t ha−1 were identified, but there was no evidence that field size would limit the spatial distribution of yields. Our results have implications for integrated crop management world-wide through the use of variable dose rate applications technologies that could be used to target pesticides to field centres and so help support biodiversity mediated ecosystem services. © 2016 Elsevier B.V."
"257","Buhk C.; Oppermann R.; Schanowski A.; Bleil R.; Lüdemann J.; Maus C.","Flower strip networks offer promising long term effects on pollinator species richness in intensively cultivated agricultural areas","Background: Intensively cultivated agricultural landscapes often suffer from substantial pollinator losses, which may be leading to decreasing pollination services for crops and wild flowering plants. Conservation measures that are easy to implement and accepted by farmers are needed to halt a further loss of pollinators in large areas under intensive agricultural management. Here we report the results of a replicated long-term study involving networks of mostly perennial flower strips covering 10% of a conventionally managed agricultural landscape in southwestern Germany. Results: We demonstrate the considerable success of these measures for wild bee and butterfly species richness over an observation period of 5years. Overall species richness of bees and butterflies but also the numbers of specialist bee species clearly increased in the ecological enhancement areas as compared to the control areas without ecological enhancement measures. A three to five-fold increase in species richness was found after more than 2years of enhancement of the areas with flower strips. Oligolectic bee species increased significantly only after the third year. Conclusions: In our long-term field experiment we used a large variety of seed mixtures and temporal variation in seeding time, ensured continuity of the flower-strips by using perennial seed mixtures and distributed the measures over c. 10% of the landscape. This led to an increase in pollinator abundance, suggesting that these measures may be instrumental for the successful support of pollinators. These measures may ensure the availability of a network of diverse habitats and foraging resources for pollinators throughout the year, as well as nesting sites for many species. The measures are applied in-field and are suitable for application in areas under intensive agriculture. We propose that flower strip networks should be implemented much more in the upcoming CAP (common agricultural policy) reform in the European Union and promoted more by advisory services for farmers. © 2018 The Author(s)."
"258","Pisanty G.; Afik O.; Wajnberg E.; Mandelik Y.","Watermelon pollinators exhibit complementarity in both visitation rate and single-visit pollination efficiency","The concept of pollinator niche complementarity maintains that species-rich pollinator communities can provide higher and more stable pollination services than species-poor communities, due to contrasting spatial and/or temporal pollination activity among groups of pollinators. Complementarity has usually been examined in pollinators' patterns of flower visitation or abundance, while largely neglecting the possibility of complementarity in patterns of single-visit contribution to fruit/seed set (pollination efficiency). However, variability in pollination efficiency can greatly affect pollinators' overall pollination services and may therefore contribute an additional, important aspect of complementarity. In this study, we investigated the existence of pollinator complementarity in both visitation rates and pollination efficiencies. The study was conducted in 43 watermelon fields cultivated for seed consumption in a Mediterranean agro-natural landscape in central Israel. We studied spatiotemporal variation in pollinators' visitation activity, measured by repeated observations and netting, and single-visit pollination efficiency, measured by the fruit and seed set rates of hermaphrodite flowers exposed to a single bee visit. Visitation and pollination efficiency were measured throughout the day and season, within and between fields with contrasting availability of nearby wild plants, and among flowers of different sizes. Pollinator species' visitation rates as well as single-visit fruit set efficiencies, but not seed set efficiencies, exhibited significant spatiotemporal variation that contributed to their complementarity. Pollinators' visit frequencies were affected by surrounding land use, location within field, time throughout the season, and time of day. Pollinators' fruit set efficiencies were affected by ovary size and time of day. Synthesis and applications. Crop pollinators may exhibit complementarity in both their visitation rates and pollination efficiencies, which can promote the overall level and stability of their pollination services. Complementarity in pollination efficiencies suggests further diversity effects on crop yield, and calls for taking into account the variability in pollination efficiency along spatiotemporal scales rather than considering it a constant, species-specific trait. However, some modes of niche complementarity may not necessarily translate into increased pollination services and crop yield; the relevance and limitations of such mechanisms should be considered in the light of the specific crop and management system studied. Crop pollinators may exhibit complementarity in both their visitation rates and pollination efficiencies, which can promote the overall level and stability of their pollination services. Complementarity in pollination efficiencies suggests further diversity effects on crop yield, and calls for taking into account the variability in pollination efficiency along spatiotemporal scales rather than considering it a constant, species-specific trait. However, some modes of niche complementarity may not necessarily translate into increased pollination services and crop yield; the relevance and limitations of such mechanisms should be considered in the light of the specific crop and management system studied. Journal of Applied Ecology © 2016 British Ecological Society."
"259","McKechnie I.M.; Thomsen C.J.M.; Sargent R.D.","Forested field edges support a greater diversity of wild pollinators in lowbush blueberry (Vaccinium angustifolium)","Agricultural landscapes vary widely in the degree to which they provide natural habitat. This is in spite of the fact that the availability of natural habitat has been identified as a critical factor influencing the diversity and abundance of beneficial crop insects, including native pollinators. We examined the effect of the type of field edge habitat (forested or deforested) on the abundance and diversity of bee species foraging in 15 managed lowbush blueberry fields in the vicinity of St. Stephens, New Brunswick, Canada. Additionally, we tested whether edge habitat type was associated with differences in pollen limitation, fruit set, and seed set of adjacent lowbush blueberry plants. Finally, we used GIS to determine the influence of larger scale land use patterns on the pollinator community and crop success of individual fields. Our forested field edges were distinguished as having lower light availability, greater canopy cover, and a greater bee nesting habitat index than deforested edges. Forested edges also had a greater diversity of bees. In particular, they supported more species of cleptoparasitic bees than deforested edges. Meanwhile, the abundance of non-parasitic (i.e., pollen-seeking) bees was greater along deforested edges. Blueberry plants along deforested edges tended to have more flowers, higher fruit set and marginally higher seed set than plants along forested edges. We found no difference in pollen limitation between edge types, suggesting that differences in fruit set were due to resource limitation. At the landscape level, we found no association among the amount of forest cover surrounding a field and the abundance or diversity of pollinators. However, on the forested edges of fields, we did find a positive correlation between the amount of forest surrounding a field and the abundance of pollinators. Our finding that forested edges had greater nesting habitat index and higher diversity of bees together suggest that the maintenance of areas of natural habitat within agricultural ecosystems helps to support greater pollinator diversity. © 2016 Elsevier B.V."
"260","Dainese M.; Montecchiari S.; Sitzia T.; Sigura M.; Marini L.","High cover of hedgerows in the landscape supports multiple ecosystem services in Mediterranean cereal fields","Field-margin diversification through conservation and restoration of hedgerows is becoming a prominent intervention for promoting biodiversity and associated ecosystem services in intensive agricultural landscapes. However, how increasing cover of hedgerows in the landscape can affect ecosystem services has rarely been considered. Here, we assessed the effect of increased field-margin complexity at the local scale and increasing cover of hedgerows in the landscape on the provision of pest control, weed control and potential pollination. Locally, three types of field margin were compared as follows: (i) standard grass margin, (ii) simple hedgerow and (iii) complex hedgerow, along two independent gradients of hedgerow cover and arable land cover in the landscape. We performed an exclusion experiment to measure biological control of cereal aphids and assessed natural enemy and pest abundance in the field. We sampled plant weed communities and performed a phytometer experiment to test the effects of pollinators on plant reproductive success. At the local scale, planting a new hedgerow or improving its structural complexity and vegetation diversity did not enhance the delivery of ecosystem services in the neighbouring field. However, high cover of hedgerows in the landscape enhanced aphid parasitism (from 12 to 18%) and potential pollination (visitation rate and seed set increased up to 70%) irrespective of local margin quality. The cover of arable land in the landscape reduced the abundance of plant-dwelling predators and weed diversity, but did not affect the delivery of the investigated ecosystem services. Synthesis and applications. Our results highlight the key importance of the surrounding landscape context, rather than local factors, to the delivery of ecosystem services. This suggests a need for new policies that pay particular attention to the conservation of hedgerows at large scales for promoting multiple ecosystem services in agroecosystems. Specifically, hedgerows can serve to develop a network of ecological corridors that can facilitate the movement of beneficial organisms, such as pollinators and natural enemies in the agricultural matrix. Such interventions may be a ‘low cost–high benefit solution’, since farmers can create or conserve high-quality habitats taking little or no land from crop production and without the need to change their crop management. © 2016 The Authors. Journal of Applied Ecology © 2016 British Ecological Society"
"261","Ivanov S.; Karras P.","Harvester: Influence optimization in symmetric interaction networks","The problem of optimizing influence diffusion ina network has applications in areas such as marketing, diseasecontrol, social media analytics, and more. In all cases, an initial setof influencers are chosen so as to optimize influence propagation.While a lot of research has been devoted to the influencemaximization problem, most solutions proposed to date applyon directed networks, considering the undirected case to besolvable as a special case. In this paper, we propose a novelalgorithm, Harvester, that achieves results of higher quality thanthe state of the art on symmetric interaction networks, leveragingthe particular characteristics of such networks. Harvester isbased on the aggregation of instances of live-edge graphs, fromwhich we compute the influence potential of each node. Weshow that this technique can be applied for both influencemaximization under a known seed size and also for the dualproblem of seed minimization under a target influence spread.Our experimental study with real data sets demonstrates that:(a) Harvester outperforms the state-of-The-Art method, IMM,in terms of both influence spread and seed size; and (b) itsvariant for the seed minimization problem yields good seed sizeestimates, reducing the number of required trial influence spreadestimations by a factor of two; and (c) it is scalable with growinggraph size and robust to variant edge influence probabilities. © 2016 IEEE."
"262","Sardiñas H.S.; Ponisio L.C.; Kremen C.","Hedgerow presence does not enhance indicators of nest-site habitat quality or nesting rates of ground-nesting bees","A major challenge in habitat restoration is targeting the key aspects of a species' niche for enhancement, particularly for species that use a diverse set of habitat features. However, restoration that focuses on limited aspects of a species' niche may neglect other resources that are critical to population persistence. We evaluated the ability of native plant hedgerows, planted to increase pollen and nectar resources for wild bees in agricultural landscapes, to provide suitable nesting habitat and enhance nesting rates of ground-nesting bees. We found that, when compared to unmanaged field edges (controls), hedgerows did not augment most indicators of nest habitat quality (bare ground, soil surface irregularity, and soil hardness), although coarser soils were associated with higher incidence and richness of nesting bees. Hedgerows did not augment nesting rates when compared to control edges. Although all the bee species we detected nesting were also found foraging on floral resources, the foraging versus nesting assemblages found within a site were highly dissimilar. These results may reflect sampling error; or, species found foraging but not nesting in hedgerows could be utilizing hedgerows as “partial habitats,” nesting outside hedgerow plantings but foraging on the floral resources they provide. We conclude that although hedgerows are known to provide critical floral resources to wild bees especially in resource-poor intensive agricultural landscapes, simply increasing vegetative diversity and structure may not be simultaneously enhancing nesting habitat for ground-nesting bees. © 2016 Society for Ecological Restoration"
"263","Lemoine C.; Sérusiaux E.; Mahy G.; Piqueray J.","Agro-environmental scheme for segetal plant conservation in Wallonia (Belgium): An assessment in conventional and organic fields; [Mesure agro-environnementale en faveur des plantes messicoles en Wallonie (Belgique): Évaluation dans des champs d’agriculture conventionnelle et biologique]","Description of the subject. Segetal plant species are highly threatened in arable land. They are an integral part of agricultural history and biodiversity in Western Europe. In Wallonia (southern Belgium), an agro-environmental scheme (AES) has been adopted for their conservation. It consists of strips on a field margin, with at least 60% cereals in crop rotation, and proscribes spraying and fertilisation. Objectives. This paper assessed the impact of an AES on segetal species conservation. Method. In eight organic fields and six conventional fields, a vegetation survey was performed on an AES strip and on a control margin of each field. Evenness, richness, cover and species composition for both total and segetal species were compared between AES strips and their corresponding control margins. Also, a cover of pernicious weeds was considered to be a factor in the rejection of AES by farmers. Results. In conventional agriculture, species richness (total and segetal) and cover (total and segetal) were higher in the AES than in the respective control; however, pernicious weed cover was also enhanced. In organic fields, total species richness was higher and pernicious weed cover was lower in the AES than in the respective control. Total evenness was higher in organic than in conventional fields, due to the co-dominance of several species. Under the AES, species composition and abundance remained different between conventional and organic fields. In all cases, rare species were hardly found in our survey. Conclusions. AES promote plant diversity in both organic and conventional fields. Sowing AES strips with uncleaned seeds from well-preserved fields, or species introduction, are recommended to enhance rare species recovery. © 2018, FAC UNIV SCIENCES AGRONOMIQUES GEMBLOUX. All rights reserved."
"264","Dennien S.E.; Hughes M.J.; Coleman E.A.; O’Donnell W.E.","A list of historical virus detections in sweetpotato from Australia’s east coast – a decade of testing, 2004 to 2014","The Australian sweetpotato industry has experienced remarkable growth in the last 16 years with growers currently marketing over 90,000 t annum-1 of fresh sweetpotatoes worth almost $ 100 million. This rapid increase in production is largely due to the development of a pathogen tested clean planting material scheme in the late 1990s and early 2000s, providing Australian growers with significantly improved quality planting material. More than 95% of Australian commercial sweetpotato production is now derived from pathogen tested (PT) planting material, mostly first generation. The pathogen tested seed scheme in Australia uses thermotherapy and meristem tip culture to remove viruses. Plants are then examined for viruses using herbaceous indexing with Ipomoea setosa and the NCM-ELISA kit from the International Potato Centre (CIP). Until 2013 further diagnostics using conventional polymerase chain reaction (PCR) were obtained as required. In late 2014, real time or quantitative (qPCR) was made available to the sweetpotato industry, initially for the identification of possible Begomovirus infections. A critical component of the Australian sweetpotato industry’s development, has been improving the understanding of viruses that may be of concern to the industry. This paper provides a summary of the sweetpotato virus detections made at Gatton Research Facility (GRF) between 2004 and 2014."
"265","Pittman S.E.; Muthukrishnan R.; West N.M.; Davis A.S.; Jordan N.R.; Forester J.D.","Mitigating the potential for invasive spread of the exotic biofuel crop, Miscanthus × giganteus","Although herbaceous perennial crops are becoming a larger component of bioenergy production both in the United States and worldwide, there is growing concern that these crops pose a substantial risk of biological invasion. Miscanthus × giganteus, a sterile hybrid native to Asia, is considered an ideal biofuel crop for lands that are poorly suited for annual food crops and is currently being tested by growers. A fertile variety of M. × giganteus was developed by seed and energy companies in an effort to decrease the costs associated with planting rhizomes. No regulations have been established to manage the risk of invasion by the fertile variety. Because bioenergy production is expanding rapidly, and the few studies to quantify invasion risks in this species have addressed small spatial scales, we used a modeling approach to explore a broader domain of invasion scenarios at landscape scales. We implemented a spatially-explicit population model of fertile M. × giganteus to determine the efficacy of proposed management strategies in limiting or slowing the spread of this species. We found that fertile M. × giganteus may spread rapidly outside of field margins, and the ability of localized management strategies to curtail spread was highly sensitive to M. × giganteus first year survival and the amount of suitable habitat within the larger landscape. Commercialization of novel “bioeconomy crops”, such as fertile M. × giganteus, could increase both production and resource conservation in agriculture; however, these crops may also produce ecosystem “disservices” such as biological invasion and accompanying risks to native species. Landscape-scale modeling that allows for rapid testing of the interactions between new crop genotypes and landscape configurations will be a powerful tool for exploring the ecological risks posed by new bioeconomy crops. © 2015, Springer International Publishing Switzerland."
"266","Xiao L.-R.; Lin Y.-Y.; Liang T.; Shi L.","Effects of passage through the digestive tract of long-eared hedgehog on caper seed water uptake and germination","Animal and plant interaction has been a hot topic in recent years, and studies on the role of animals on seed dispersal are an important area of research. One of the main mechanisms by which frugivores promote seed germination is the scarification effect of their digestive tracts on the seed coat, which increases the seed’s permeability to water and gas. The effect of passing through the digestive tract of long-eared hedgehog (Hemiechinus auritus) on water uptake in the germination of the seeds of caper (Capparis spinosa) was examined in this study. Caper seeds that had been passed by the long-eared hedgehog and separated from its feces served as the experimental group, and caper seeds separated from fresh fruit served as the control group. The results showed that passage of the seeds through the long-eared hedgehog digestive tract increased the quantity of their water uptake (0-12 h), the speed of water uptake (0-12 h), and both the total water uptake percentages (0-2 h, 10 h) and the water uptake percentage over time (0-2 h). The long-eared hedgehog digestive tract had no significant effect on the caper seed germination rate. However, the germination rate of caper seeds that had passed through the long-eared hedgehog digestive tract and then soaked in GA3 was significantly higher than those of experimental group seeds that were soaked in GA3, and their germination period was lengthened as well. The TTC test showed that there were no significant differences in caper seed viability between any of the tested groups. These results demonstrated that the effect of passage through the long-eared hedgehog digestive tract is to increase the water uptake capability and to break down the mechanical barriers of caper seeds, indirectly improving seed germination while having no effect on seed viability. Thus, the long-eared hedgehog is an animal with significant potential in caper seed dispersal. © 2017, editorial Board of Chinese Journal of Ecology. All right reserved."
"267","Simon S.; Lesueur-Jannoyer M.; Plénet D.; Lauri P.-É.; Le Bellec F.","Methodology to design agroecological orchards: Learnings from on-station and on-farm experiences","Agricultural research has to tackle complex questions such as the design of sustainable cropping systems. System experiments are innovative approaches to address this challenge and a framework to iteratively design annual cropping systems has been proposed by Debaeke et al. (2009). However, specificities of some other cropping systems are not considered. Orchards are complex perennial agroecosystems formed of grass and tree layers aiming at the production of fresh fruit that require specific design and management over space and time. To identify orchard specificities and adapt the design framework to such perennial systems, we used two case studies of orchards aiming at decreasing pesticide use in temperate (apple, system experiment) and tropical (citrus, on-farm network) fruit productions. Specificities to take into account in the design framework are: (1) the spatial heterogeneity of the orchard with grass and tree layers, and tree rows and alleys; (2) the succession and interrelations among a young unproductive and then a productive stage; (3) the permanency of the fruit-tree crop constraining the management of soil fertility, (4) ground cover and (5) pest control, especially for pests that complete their lifecycle in the orchard and can build up important populations or inoculum across years. This is especially true in tropical areas where there is no dormant season. (6) Conversely, the permanency of the orchard habitats facilitates the sowing, planting or conservation of plant assemblages (e.g., ground covers, lining hedgerows) to enhance conservation biocontrol and/or compete weeds, provided non-disruptive practices are applied. Because of their longevity, orchards contribute to foster both plant-mediated (e.g., bottom-up) and natural enemy-mediated (e.g., top-down) processes in the foodweb to avoid direct measures against pests. Interactions among the orchard life stages, spatial and functional dimensions and practices need to be explicitly considered to optimize the efficiency of the system as a whole. Using the generic framework proposed by Debaeke et al. (2009) to design annual cropping systems, our framework includes adaptations to account for orchard specificities: (i) Agronomic objectives have to be fixed for each orchard stage; (ii) The cultivar choice and the composition and spatial arrangement of plants within the orchard are key elements to provide the expected services in the long term. This entails to include an additional step of perennial spatial design; (iii) Within-time and −space interactions have to be considered in the decisional system; (iv) Evaluation has to consider all the orchard stages in the global impact or performance, to account for carry-over effects and possible ‘paybacks’ of a given stage or period to the orchard whole lifetime. Last, to handle such complex interactions, design needs knowledge from many stakeholders in the food system (growers, advisors, scientists etc.) and requires more and renewed interactions among those stakeholders in a co-design process. © 2016 Elsevier B.V."
"268","Olsson O.; Bolin A.; Smith H.G.; Lonsdorf E.V.","Modeling pollinating bee visitation rates in heterogeneous landscapes from foraging theory","Pollination by bees is important for food production. Recent concerns about the declines of both domestic and wild bees, calls for measures to promote wild pollinator populations in farmland. However, to be able to efficiently promote and prioritize between measures that benefit pollinators, such as modified land use, agri-environment schemes, or specific conservation measures, it is important to have a tool that accurately predicts how bees use landscapes and respond to such measures. In this paper we compare an existing model for predicting pollination (the ""Lonsdorf model""), with an extension of a general model for habitat use of central place foragers (the ""CPF model""). The Lonsdorf model has been shown to perform relatively well in simple landscapes, but not in complex landscapes. We hypothesized that this was because it lacks a behavioral component, assuming instead that bees in essence diffuse out from the nest into the landscape. By adding a behavioral component, the CPF model in contrast assumes that bees only use those parts of the landscape that enhances their fitness, completely avoiding foraging in other parts of the landscape. Because foraging is directed toward the most rewarding foraging habitat patches as determined by quality and distance, foraging habitat will include a wide range of forage qualities close to the nest, but a much narrower range farther away. We generate predictions for both simple and complex hypothetical landscapes, to illustrate the effect of including the behavioral rule, and for real landscapes. In the real landscapes the models give similar predictions for visitation rates in simple landscapes, but more different predictions in heterogeneous landscapes. We also analyze the consequences of introducing hedgerows near a mass-flowering crop field under each model. The Lonsdorf model predicts that any habitat improvement will enhance pollination of the crop. In contrast, the CPF model predicts that the hedgerow must provide good nesting sites, and not just foraging opportunities, for it to benefit pollination of the crop, because good forage quality alone may drain bees away from the field. Our model can be used to optimize pollinator mitigation measures in real landscapes. © 2015 Elsevier B.V."
"269","Nel L.; Pryke J.S.; Carvalheiro L.G.; Thébault E.; van Veen F.J.F.; Seymour C.L.","Exotic plants growing in crop field margins provide little support to mango crop flower visitors","Introduced plant species integrate into native trophic networks, often disrupting flower-visitation patterns. Although non-native invasive plants frequently occur in disturbed natural vegetation bordering crop fields, their impact on crop pollination has not been studied. We investigated whether an invasive plant (Lantana camara) influences flower visitation to mango (Mangifera indica), a pollinator-dependent crop, and whether the invasive supports mango pollinators when mango is not flowering. We surveyed insect flower-visitation in mango orchards bordering natural vegetation and within adjacent natural vegetation, with and without L. camara present, before, during and after mango flowering. We used these data to calculate the indirect effect of L. camara on mango through shared flower visitors before, during and after mango flowering, and the effects of the invasive on crop productivity. Lantana camara had a positive effect on mango flower visitation at low to medium mango flower density, but not at high mango flower densities. Although L. camara and mango shared flower visitor species, the frequency with which these flower visitor species visited the crop and the invasive differed markedly before, during and after mango flowering. Furthermore, the potential indirect effect of L. camara on mango via shared visitors was greatest when mango was flowering, but significantly lower before and after mango flowering, suggesting that the invasive is unimportant in the diet of mango flower visitors when the crop is not flowering. Contrary to findings in previous studies using native species in mango fields, there was a trend (not significant) for lower mango fruit production in fields with L. camara. This suggests that Lantana does not contribute to an increase in successful pollination of mango. Although our focal alien invasive plant species facilitated flower visitation of crops, it had no effect on mango production, and provided little support to mango flower visitor species that live longer than the crop's flowering period. Given that L. camara is detrimental to grazing and was not associated with increased mango production, the removal of this invasive is advisable. © 2017 Elsevier B.V."
"270","De Bon H.; Rey J.-Y.; Grechi I.; Diarra K.; Bordat D.; Ndiaye O.","Exotic and african biodiversities in fruit and vegetable agroecosystems in Senegal","The Niayes are the main horticultural production area of Senegal. This paper describes the cultivated and spontaneous biodiversities in two agroecosystems (orchards and market gardens) and some consequences to develop an agroecological approach. Data were collected from surveys on 64 orchards around Thies and from 11 market gardens in the suburb of Dakar. In orchards, cultivated fruit trees are mainly exotic fruit species such as mango, citrus, guyava. More, vegetables (e.g., chilli pepper, cucurbits, etc.) and food crops (e.g., maize, millet, cowpeas) are cultivated as secondary crops between the rows of perennial fruit crops. Plant diversity of the orchard is enriched by the hedges around the plot. These hedges include African species chosen for specific uses. In the Niayes market gardens, the range of crop species has long been known. Vegetable crops are annual plants. They are divided into: (i) African species that are multiplied locally (e.g., onion, okra, African eggplant, peppers, hibiscus), (ii) species that are not multiplied (e.g., carrots, cabbages, turnip, Irish potato), and (iii) species that can be multiplied locally but are yearly introduced (e.g., tomato, watermelon, melon, cucumber, beans). Market gardens also include some fruit species, and are surrounded by living hedges of tree and shrub strata. Horticultural systems appeared to be composed of many exotic species, but rather few local species and few varieties. The cultivation of these species which needs irrigation could be explained by the urban market demand. On the contrary, hedges, that are not watered specifically, are mainly composed by local species resistant to drought during the 8 months dry season. The value of the crop biodiversity as part of an agroecological approach will rely more on African species."
"271","Langellotto G.A.; Melathopoulos A.; Messer I.; Anderson A.; McClintock N.; Costner L.","Garden pollinators and the potential for ecosystem service flow to urban and peri-urban agriculture","Hedgerows, flowering strips, and natural areas that are adjacent to agricultural land have been shown to benefit crop production, via the provision of insect pollinators that pollinate crops. However, we do not yet know the extent to which bee habitat in the form of urban gardens might contribute to pollination services in surrounding crops. We explored whether gardens might provision pollinators to adjacent agricultural areas by sampling bees from gardens in the Portland, Oregon metropolitan area, and estimating typical foraging distances in the context of commercialand residential-scale pollination-dependent crops up to 1000 m from garden study sites. We estimate that garden bees could forage outside of the garden in which they were collected, and that when pollination-dependent crops (commercial-scale or residential-scale) are nearby, 30-50% of the garden bee community could potentially provide pollination services to adjacent crops, if urban bees readily cross boundaries and forage among habitat types. Urban gardens might thus be well-positioned to provision neighboring farms and food gardens with pollination services, or could serve as a refuge for pollinators when forage is scarce or crop management practices are inhospitable. The actual capacity of gardens to serve as a refuge for pollinators from agricultural fields depends upon the extent to which bees forage across habitat types. However, relatively little is known about the degree to which bees move among habitat patches in heterogeneous landscapes. We thus propose a research agenda that can document the extent to which gardens contribute to pollinator health and pollination services at the interface of urban, peri-urban, and rural landscapes. In particular, more data is needed on how landscape context impedes or promotes garden bee movement between habitat types. © 2018 by the authors."
"272","Venturini E.M.; Drummond F.A.; Hoshide A.K.; Dibble A.C.; Stack L.B.","Pollination reservoirs for wild bee habitat enhancement in cropping systems: a review","Pollinator-dependent growers seek alternative pollination models as pollination-security concerns grow. Pollination reservoirs, set-aside bee foraging areas, may offer growers a practical tool for increasing wild bee populations and decreasing reliance on managed bees. We review the literature on pollination reservoirs regarding a) effectiveness, b) reservoir-to-crop ratios, and c) costs and benefits. We discuss the relevant aspects of d) plant–pollinator relationships, e) landscape context, f) wild bees as pollinators, g) flower selection, and h) limitations. Recent research clearly suggests that pollination reservoirs can increase wild bee populations, crop yield, and profit. Last, we identify gaps that require additional research. © 2017 Taylor & Francis."
"273","Morandin L.A.; Long R.F.; Kremen C.","Pest control and pollination cost-benefit analysis of hedgerow restoration in a simplified agricultural landscape","Field edge habitat in homogeneous agricultural landscapes can serve multiple purposes including enhanced biodiversity, water quality protection, and habitat for beneficial insects, such as native bees and natural enemies. Despite this ecosystem service value, adoption of field border plantings, such as hedgerows, on large-scale mono-cropped farms is minimal. With profits primarily driving agricultural production, a major challenge affecting hedgerow plantings is linked to establishment costs and the lack of clear economic benefits on the restoration investment. Our study documented that hedgerows are economically viable to growers by enhancing beneficial insects and natural pest control and pollination on farms. With pest control alone, our model shows that it would take 16 yr to break even from insecticide savings on the US$4,000 cost of a typical 300-m hedgerow field edge planting. By adding in pollination benefits by native bees, where honey bees (Apis mellifera L.) may be limiting, the return time is reduced to 7 yr. USDA cost share programs allow for a quicker return on a hedgerow investment. Our study shows that over time, small-scale restoration can be profitable, helping to overcome the barrier of cost associated with field edge habitat restoration on farms. © 2016, Oxford University Press. All rights reserved."
"274","Song X.; Wu P.; Wang F.; Li X.; Sun R.; Zhang X.; Xia B.; Liu Y.","Evaluation of pollination service supply and demand of agricultural landscape in Changping District, Beijing","The diversity of bees has declined in recent years around the world. This has raised concerns about pollination service, which is closely linked with sustainable agricultural production. To understand the supply and demand of regional pollination service and laid the basis for developing a regional pollination management strategy, we investigated seven common habitat types, which were forest, woodland, grassland, orchard, greenhouse, road boundary, field margin, and one non-habitat land in Changping District of Beijing in 2016. The data including bee (species, flying distance, nesting preference and active season), vegetation (vegetation composition, flowering season, nectar/pollen resources), nesting suitability (soil compaction) and crop area were collected. The supply of pollination service in the study area was evaluated by using the InVEST model, which was based on species composition, flight distance, nesting preference and activity season of wild bees. The model also used data of plant resources and nesting suitability in the habitat to estimate the dependent degree of crops on pollination. The demand for pollination service was evaluated based on planting area and dependence on pollination service of crops. Furthermore, the match between pollination service supply and demand was studies by stacking the levels of supply and demand. The results showed that natural forests were the most suitable habitat for wild bee production, followed by woodlands, grasslands and border habitats. Orchards too were wild bee habitats and also had high demand for pollination service. Greenhouse barely provided pollination service, but had a high demand for it. The supply and demand match results showed that in Changping area, pollination service supply exceeded demand. The areas where supply level was higher than demand level accounted for 34.2%, mostly distributed in mountain areas. The areas with the highest supply and lower demand for pollination service was worthy for protection. The areas with lower supply than demand accounted for 13.9% and were distributed in plain regions near mountains. Although such areas had a relatively high supply, demand was the highest. Areas with the same supply-demand accounted for 51.9%, distributed in plain areas far from mountains. In these areas, the supply and demand for pollination service were basically in balanced match because of the high proportion of semi-natural habitats. Finally, some management strategies were suggested to improve pollination service in the study area. For the areas with higher supply and medium/lower demand (key protected region), it was suggested to develop organic agricultural with less management to protect habitat. For medium/lower supply and higher demand areas (key improved and generally improved regions), it was necessary to improve pollination service by breeding bee and increase natural/semi-natural habitat, and strengthen connectivity among habitats through ecological corridor construction. For the area with balanced supply and demand (key maintained, and generally maintained regions), decreasing management intensity of agricultural area and increasing connectivity among habitats were important for keeping sustainable pollination service supply. © 2018 Chinese Journal of Eco-Agriculture. All rights reserved."
