"Publication Type","Authors","Book Authors","Group Authors","Book Group Authors","Researcher Ids","ORCIDs","Book Editors","Author - Arabic","Grant Principal Investigator","Grant Co Principal Investigator","Article Title","Article Title - SciELO...13","Article Title - SciELO...14","Article Title - Chinese","Article Title - Russian","Patent Number","Patent Assignee","Source Title - Arabic","Source Title","Source Title - Korean","Book Series Title","Book Series Subtitle","Volume","Issue","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","Version","Version History","DOI","Book DOI","License Name","License URI","License Description","Early Access Date","Supplement","Document Type","Publication Date","Publication Year","Abstract","Abstract - Foreign...44","Abstract - English Transliteration","Abstract - Foreign...46","Abstract - Korean","Conference Title","Conference Date","Conference Sponsor","Conference Location","Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","ISSN","eISSN","ISBN","Grant Number","No of References","Cited References","Language","Advisor","Committee Member","Copyright","Degree Name","Institution Address","Institution","Dissertation and Thesis Subjects","Author Keywords","Indexed Date","UT (Unique ID)","Pubmed Id","...79"
"J","Rosas-Ramos, Natalia; Banos-Picon, Laura; Tormos, Jose; Asis, Josep D.",NA,NA,NA,"Rosas-Ramos, Natalia/H-2536-2014; Baños-Picón, Laura/A-7675-2017; Asís, Josep D/K-5623-2014","Rosas-Ramos, Natalia/0000-0002-8653-0306; Baños-Picón, Laura/0000-0003-0500-8231; Asís, Josep D/0000-0001-8134-1875",NA,NA,NA,NA,"The complementarity between ecological infrastructure types benefits natural enemies and pollinators in a Mediterranean vineyard agroecosystem",NA,NA,NA,NA,NA,NA,NA,"ANNALS OF APPLIED BIOLOGY",NA,NA,NA,"175","2",NA,NA,"193","201",NA,NA,NA,"10.1111/aab.12529",NA,NA,NA,NA,"JUL 2019",NA,"Article","SEP 2019",2019,"Under the current scenario of biodiversity loss across agroecosystems, the preservation of ecological infrastructures is crucial to maintain ecosystem functions and deliver ecosystem services such as pollination or biological control of pests, which largely determine agricultural productivity and food security. The role that ecological infrastructures such as hedges or strips have in enhancing functionally important groups, including predators, parasitoids and pollinators has been reasonably well investigated in temperate areas. However, it is much less documented in agroecosystems from the Mediterranean basin, even though this area has been identified as a biodiversity hotspot for conservation priorities. In a study developed during 2014 in a traditional vineyard agroecosystem in Northern Spain using a combination of different sampling methods, we analysed beneficial arthropod assemblages across four types of linear ecological infrastructures: woodland hedges, rosaceous hedges, grass strips and flower strips. We investigated the value of these elements as a source of predators, parasitoids and pollinators. We show that ecological infrastructures across this Mediterranean vineyard agroecosystem support functionally important groups and that the abundance, richness and distribution of families of each functional group is determined by features characterising the different types of those infrastructures. Ecological infrastructures with a suitable level of structural diversity constitute an important reservoir of predators. On the other hand, parasitoids and pollinators were limited by the availability of hosts, pollen and nectar resources. Flower strips, less complex infrastructures that offer a high amount of floral resources, benefited communities of both parasitoids and pollinators. Because of the variability in habitat preference found among the different functionally important taxa, we highlight the importance of preserving different types of ecological infrastructures across vineyard agroecosystems to maintain well-structured assemblages of beneficial arthropods and maximise underlying services.",NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,11,0,16,NA,NA,"0003-4746","1744-7348",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Salamanca, Dept Biol Anim, Fac Biol, Campus Miguel de Unamuno S-N, Salamanca, Spain",NA,NA,NA,"2019-08-13","WOS:000478171600001",NA,NA
"J","Timberlake, Thomas P.; Vaughan, Ian P.; Baude, Mathilde; Memmott, Jane",NA,NA,NA,"NEOF, NERC Environmental Omics Facility/AAP-1244-2021; Vaughan, Ian/A-4782-2010","Vaughan, Ian/0000-0002-7263-3822; Timberlake, Thomas/0000-0001-8166-0825",NA,NA,NA,NA,"Bumblebee colony density on farmland is influenced by late-summer nectar supply and garden cover",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APPLIED ECOLOGY",NA,NA,NA,"58","5",NA,NA,"1006","1016",NA,NA,NA,"10.1111/1365-2664.13826",NA,NA,NA,NA,"JAN 2021",NA,"Article","MAY 2021",2021,"1. Floral resources are important in limiting pollinator populations, but they are often highly variable across time and space and the effect of this variation on pollinator population dynamics is not well understood. The phenology (timing) of floral resources is thought to be important in structuring pollinator populations, but few studies have directly investigated this.2. Our study quantifies the landscape composition, seasonal nectar and pollen supply and Bombus terrestris colony density of 12 farms in southwest UK to investigate how landscape composition influences the phenology of floral resources and how both these factors affect colony density. We use this information in a spatially explicit predictive model to estimate the effect of different farmland management scenarios on seasonal resource supplies and colony density.3. We find that farmland nectar supply during September is a strong predictor of B. terrestris colony density in the following year, explaining over half of all the variation in colony density; no other period of resource availability showed a significant association. Semi-natural habitat cover was not a good proxy for nectar or pollen supply and showed no significant association with colony density. However, the proportional cover of gardens in the landscape was significantly associated with colony density.4. The predictive model results suggest that increasing the area of semi-natural flowering habitat has limited effect on bumblebee populations. However, improving the quality of these habitats through Environmental Stewardship and other management options is predicted to reduce the late-summer resource bottleneck and increase colony density.5. Synthesis and Applications. Our study demonstrates the importance of considering the phenology of resources, rather than just total resource availability, when designing measures to support pollinators. Late summer appears to be a resource bottleneck for bumblebees in UK farmland, and consequently management strategies which increase late-summer nectar availability may be the most effective. These include mowing regimes to delay flowering of field margins until September, planting late-flowering cover crops such as red clover and supporting late-flowering wild plant species such as Hedera helix. Our results also suggest that rural gardens may play an important role in supporting farmland bumblebee populations.",NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,24,0,31,NA,NA,"0021-8901","1365-2664",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Bristol, Sch Biol Sci, Bristol, Avon, EnglandUniv Sheffield, Dept Anim & Plant Sci, NERC Biomol Anal Facil, Sheffield, S Yorkshire, EnglandCardiff Univ, Cardiff Sch Biosci, Cardiff, WalesUniv Orleans, INRAE USC 1328, Orleans, France",NA,NA,NA,"2021-01-15","WOS:000607721800001",NA,NA
"J","Eggenschwiler, L; Jacot, K; Studer, S; Edwards, P",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Influence of seed mixtures on the development of the seed bank of wildflower strips and rotational fallows and the persistence of species in the subsequent crop",NA,NA,NA,NA,NA,NA,NA,"BOTANICA HELVETICA",NA,NA,NA,"114","1",NA,NA,"49","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Article","JUN 2004",2004,"One goal of establishing ecological compensation areas in arable land is to preserve and promote plant species diversity. In a field study in the north-eastern part of Switzerland we compared the soil seed banks in plots representing two types of wild-flower strips, rotational fallow, natural regeneration and grass-clover ley during the first two years after establishment. There was a marked increase in the total seed bank in all vegetation types during the first year, which was most pronounced in the natural regeneration and least in the grass-clover ley. Six of the species sown were detected in the seed bank in the first year following establishment, and 14, species in the second year. The potential of sown wildflower species to persist in the subsequent crop was investigated by tilling the plots after 1.5 and 2 years and sowing them with winter or summer wheat, with or without application of herbicide. Altogether 26 out of 43 sown species occurred in the subsequent crop, the largest numbers being found in the former wildflower strips. Species diversity and cover of both sown and spontaneous species was higher in summer wheat than in winter wheat. 13 sown species were able to spread out into plots where they had not been sown. The spontaneous plant species were most affected by herbicide, but some sown wildflower species were also reduced. After tilling, the preservation of numerous plant species is possible by a conserving management, at least in the short term.",NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,0,3,NA,NA,"0253-1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forschungsanstalt Agrarokol & Landbau, Agroscope FAL Reckenholz, CH-8046 Zurich, Switzerland",NA,NA,NA,"2004-06-01","WOS:000223594400005",NA,NA
"J","McKay, HV; Prosser, PJ; Hart, ADM; Langton, SD; Jones, A; McCoy, C; Chandler-Morris, SA; Pascual, JA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do wood-pigeons avoid pesticide-treated cereal seed?",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APPLIED ECOLOGY",NA,NA,NA,"36","2",NA,NA,"283","296",NA,NA,NA,"10.1046/j.1365-2664.1999.00398.x",NA,NA,NA,NA,NA,NA,"Article","APR 1999",1999,"1. Pesticides applied to seeds before sowing may present a high risk to seed-eating birds. Some of these chemicals are highly toxic but are avoided by captive birds in laboratory tests. However, evidence for birds avoiding them in the field is lacking. The objective of this study is to investigate avoidance and other factors affecting risk of poisoning, using the model of wood-pigeons Columba palumbus L, feeding on winter-drilled cereal seed treated with the organophosphorus insecticide fonofos.2. Wood-pigeons feeding on arable fields in Cambridgeshire, UK, were counted once or twice per week over four winters from 1992 to 1996. In autumn, newly drilled cereal fields are shown to be preferred to alternative crops such as stubble and ploughed fields and root crops. In spring, newly drilled cereal fields are sometimes preferred to older cereal fields, stubble, ploughed fields and drilled onions.3. Fewer fields drilled with fonofos-treated cereal seed were used by wood-pigeons than untreated (without fonofos) fields for the first week after drilling only. The extent of the avoidance reaction was related to the concentration of fonofos on the seed left exposed on field surfaces.4. The concentration of fonofos on newly drilled seed exposed on field surfaces (mean of 241 mg kg(-1)) was much lower than expected from the approved application rate (1080 mg kg(-1)). Residues decayed linearly at a rate of 2% per day after drilling and varied widely between fields.5. The density of seed left exposed after drilling also varied widely between fields, being greater on headlands (field edges) than the main field and declining at a rate of 2% per day after drilling.6. Of 61 wood-pigeons shot within the study area over three winters, 26 had been feeding on cereal seed and of these, six contained fonofos residues at levels similar to poisoned birds submitted to the MAFF Wildlife Incident Investigation Scheme.7. In conclusion, fonofos-treated cereal seed may be partially avoided in the wild. Avoidance fails to prevent poisoning under some (rare) conditions, possibly when seed density, concentrations of fonofos and levels of hunger are all above average. The implications for risk assessment are discussed.",NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,14,1,28,NA,NA,"0021-8901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cent Sci Lab, York YO41 1LZ, N Yorkshire, England",NA,NA,NA,"1999-04-01","WOS:000081084900009",NA,NA
"J","Riege, DA; Del Moral, R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Differential tree colonization of old fields in a temperate rain forest",NA,NA,NA,NA,NA,NA,NA,"AMERICAN MIDLAND NATURALIST",NA,NA,NA,"151","2",NA,NA,"251","264",NA,NA,NA,"10.1674/0003-0031(2004)151[0251:DTCOOF]2.0.CO;2",NA,NA,NA,NA,NA,NA,"Article","APR 2004",2004,"Most old fields in the Queets Valley of Olympic National Park, USA, remain dominated by exotic herbs 60 y after abandonment although the fields are surrounded by temperate rain forest. However, areas of some fields have been invaded by Picea sitchensis, one of three dominant forest species (with Alnus rubra and Tsuga heterophylla). This provided an opportunity to examine local variation of factors (competition, facilitation, cervid herbivory, soils) that influence tree colonization within a set of old fields, an approach rare in previous studies. Picea sapling invasion of field edges was negatively correlated with percent cover of Agrostis gigantea and positively correlated with Anthoxanthum oduratum. Potential indicators of competition (sod thickness, thatch thickness, percent ground cover) were correlated with Agrostis cover. Picea edge invasion was also correlated with soil organic matter. In experiments, seedlings of Picea and Tsuga emerged as readily in Agrostis as in Anthoxanthum or Pteridium aquilinum, but suffered higher mortality in Agrostis. Experimental seedling establishment was low and required reduction of competing vegetation. In experiments with transplanted seedlings, cervid herbivory suppressed growth of Tsuga and Alnus, but not Picea. Growth of Picea seedlings was facilitated by Pteridium. Differential tree colonization of the fields resulted from: (1) differential competition by invaded cover types against seedling establishment, (2) selective herbivory on tree species of established seedlings and (3) facilitation by fern cover of seedlings of an unbrowsed species.",NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,7,1,11,NA,NA,"0003-0031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Washington, Dept Bot, Seattle, WA 98195 USA",NA,NA,NA,"2004-04-01","WOS:000220789000006",NA,NA
"J","Aviron, S.; Berry, T.; Leroy, D.; Savary, G.; Alignier, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild plants in hedgerows and weeds in crop fields are important floral resources for wild flower-visiting insects, independently of the presence of intercrops",NA,NA,NA,NA,NA,NA,NA,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",NA,NA,NA,"348",NA,NA,NA,NA,NA,"108410",NA,NA,"10.1016/j.agee.2023.108410",NA,NA,NA,NA,"FEB 2023",NA,"Article","JUN 1 2023",2023,"The availability of diverse floral resources is crucial for the maintenance of pollinating insects and the pollination service they provide in agricultural landscapes. Ensuring plant diversity is thus essential for the maintenance and even restoration of pollinator communities. Many studies have highlighted the beneficial effects for pollinating insects of the floral resources provided either by uncultivated plants in agroecological infrastructures such as hedgerows and in crop fields, or by the addition of cultivated flowers through intercropping. However, the role of these different co-occurring vegetation types in providing floral resources to wild flower-visiting insects remains unexplored simultaneously, especially regarding their potential interacting effects. Using a paired design sam-pling approach, we investigated the contribution of floral resources provided by hedgerows, weeds in crop fields, and legumes intercropped with winter cereals, and their interacting effects, to the abundance of different groups of wild flower-visiting insects, plant-insect interactions and insect preferences. Our results show that the abundance of most groups of floral visitors were enhanced by the cover or species richness of floral resources provided by hedgerows or by weeds in crop fields. Interactions between uncultivated plants and insects were driven by the presence of some particular 'preferred' plant species offering either abundant, accessible or high -quality floral resources. By contrast, abundance of floral visitors was not enhanced by the addition of legume flowers through intercropping. The positive effects of flowering wild plants in hedgerows and crop fields remained mostly unchanged in the presence of intercrops, because of the limited contribution of legumes in providing attractive floral resources to floral visitors. Our results highlight the critical role of floral resources provided by weeds in crop fields for diverse flower-visiting insects, in addition to the floral resources provided by hedgerows. We recommend that agri-environment schemes should promote a wide diversity of floral resources at field margins through the retention of existing semi-natural elements or the sowing of wildflower mixtures. More importantly, our study encourages the seeking of alternative forms of weed management, which support a trade-off between the maintenance of pollinating insects and pollination service provision on the one hand, and crop yields and incomes for farmers on the other.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,"0167-8809","1873-2305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inst Agro, UMR BAGAP 0980, INRAE, ESA, 65 Rue St Brieuc, F-35042 Rennes, FranceLTSER Zone Atelier Armor, F-35042 Rennes, France","LTSER Zone Atelier Armor",NA,NA,"2023-06-15","WOS:001001838300001",NA,NA
"J","Jauker, Frank; Wolters, Volkmar",NA,NA,NA,"Jauker, Frank/I-5823-2017; Wolters, Volkmar/B-4635-2010","Jauker, Frank/0000-0003-4137-9072; Wolters, Volkmar/0000-0002-7556-4578",NA,NA,NA,NA,"Hover flies are efficient pollinators of oilseed rape",NA,NA,NA,NA,NA,NA,NA,"OECOLOGIA",NA,NA,NA,"156","4",NA,NA,"819","823",NA,NA,NA,"10.1007/s00442-008-1034-x",NA,NA,NA,NA,NA,NA,"Article","JUL 2008",2008,"Understanding the consequences of declining diversity and abundance of pollinators for crops and floral biodiversity is a major challenge for current conservation ecology. However, most studies on this issue focus on bees, while other invertebrate taxa are largely ignored. We investigated the pollination efficiency of the globally abundant hover fly Episyrphus balteatus on the common crop, oilseed rape (Brassica napus). The study was conducted over a period of 2 consecutive years by means of enclosure experiments at an agricultural site located in Central Hesse (Germany). E. balteatus significantly increased both seed set and yield. This effect was very constant in the 2 years, despite considerable interannual differences in total seed numbers and seed mass. It highlights the important role of hover flies as pollinators of arable crops under varying environmental conditions. In contrast to bees, the effect of E. balteatus was lower at high pollinator densities than at low pollinator densities. This suggests adverse effects of density-dependent factors on pollination efficiency at high densities. Thus, models ignoring the modulating effect of biotic interactions by generally assuming a simple positive relationship between pollinator density and pollination efficiency might not apply to a vital component of the pollinator community.",NA,NA,NA,NA,NA,NA,NA,NA,133,5,0,0,129,1,159,NA,NA,"0029-8549","1432-1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Justus Liebig Univ, Dept Anim Ecol, D-35392 Giessen, Germany",NA,NA,NA,"2008-07-01","WOS:000257465200009",18438687,NA
"J","Nichols, R. N.; Wood, T. J.; Holland, J. M.; Goulson, D.",NA,NA,NA,"Wood, Thomas/GWZ-2481-2022; Wood, Thomas/I-7025-2019","Wood, Thomas/0000-0001-8962-8571; Wood, Thomas/0000-0001-5653-224X",NA,NA,NA,NA,"Role of management in the long-term provision of floral resources on farmland",NA,NA,NA,NA,NA,NA,NA,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",NA,NA,NA,"335",NA,NA,NA,NA,NA,"108004",NA,NA,"10.1016/j.agee.2022.108004",NA,NA,NA,NA,"MAY 2022",NA,"Article","SEP 1 2022",2022,"Floral abundance and richness on farmland has been declining since the mid 1900 s. Agri-environment schemes (AES) can improve floral resource availability through establishment of flower-rich areas or careful management of areas set-aside to naturally regenerate on farmland. Ideal management regimes include sowing and re-sowing of seed mixes, regular cuts of growth, and removal of cuttings to optimise floral diversity. Our aim was to determine which areas and managements on farmland provided greatest floral resources for insect pollinators, and if these persisted over time. We surveyed 67 non-crop areas across eight farms in the south of England during 2014 and again in 2018, recording each flowering species present and the estimated floral abundance of each species. We then interviewed the farmers to determine management details and history for each surveyed area. Our results showed that floral abundance was initially greatest in sown Pollen & Nectar Strips and Florally Enhanced (FE) Grass Margins, but subsequently declined: from 1 to 5 years to 6-10 years for Pollen & Nectar Strips, and from 1 to 10 years to 11-20 years for FE Grass Margins. Additionally, only a handful of sown species known to be beneficial for insect pollinators persisted over time: Centaurea nigra, Lotus corniculatus, Trifolium pratense and Leucanthemum vulgare. It is vital that policy makers move forward with pollinator-targeting AES that can successfully support a variety of insects, including both pollinators and crop-pest predators. Species lists for AES seed mixes should include higher proportions of persistent perennial species, and a better support structure is needed in order to aid farmers with AES managements.",NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,0,3,NA,NA,"0167-8809","1873-2305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Sussex, Sch Life Sci, John Maynard Smith JMS Bldg, Brighton BN1 9QG, EnglandUniv Mons, Lab Zool, Ave Champs Mars 6, B-7000 Mons, BelgiumGame & Wildlife Conservat Trust, Fordingbridge SP6 1EF, Hants, England","Game & Wildlife Conservat Trust",NA,NA,"2022-06-15","WOS:000800611900004",NA,NA
"J","Beyer, Nicole; Kulow, Josephine; Dauber, Jens",NA,NA,NA,"Beyer, Nicole/AAQ-7714-2021","Beyer, Nicole/0000-0001-7466-5759",NA,NA,NA,NA,"The contrasting response of cavity-nesting bees, wasps and their natural enemies to biodiversity conservation measures",NA,NA,NA,NA,NA,NA,NA,"INSECT CONSERVATION AND DIVERSITY",NA,NA,NA,"16","4",NA,NA,"468","482",NA,NA,NA,"10.1111/icad.12638",NA,NA,NA,NA,"MAR 2023",NA,"Article","JUL 2023",2023,"1. The implementation of agri-environmental schemes (AES) is a major tool to sustain biodiversity and ecosystem services in European agricultural landscapes. The benefit of different types and features of novel biodiversity measures needs to be assessed in order to successfully conserve insect communities in agroecosystems.2. We set up trap nests in 3 x 3 km landscapes in Germany, in which farmers implemented different novel biodiversity measures. We tested the effect of different features of the closest three biodiversity measures (i.e. distance to measures, measures' area, measures' quality) and of the proximity to forest and oilseed rape and of landscape connectivity on the abundance and species richness of cavity nesting bees, wasps and their natural enemies.3. We found total cavity-nesting insect abundances to increase with measures' quality and to decline with increasing distance to oilseed rape and forest. Parasitism and mortality rates declined with edge density.4. Cavity-nesting bees were not affected by biodiversity measures. Total wasp and herbivore-predating wasp abundances increased in proximity to biodiversity measures. The abundance and species richness of all wasps, natural enemies and spider predating wasps declined with increasing distance to forest.5. Cavity-nesting wasps benefit from biodiversity measures, while effects on solitary bees might only be detectable after several years after measure establishment. The proximity to forest is a major factor promoting insects as forest edges provide food, nesting sites and shelter. We emphasise the need for long-term insect monitoring and an increasing focus of future AES on the creation of nesting habitats for effective insect conservation.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"1752-458X","1752-4598",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunen Inst Biodivers, Braunschweig, GermanyUniv Gottingen, Dept Crop Sci, Funct Agrobiodivers, Gottingen, GermanyTech Univ Carolo Wilhelmina Braunschweig, Inst Geoecol, Biodivers Agr Landscapes, Braunschweig, GermanyThunen Inst Biodivers, Bundesallee 65, D-38116 Braunschweig, Germany",NA,NA,NA,"2023-04-14","WOS:000958967400001",NA,NA
"J","NEWTON, SD; HILL, GD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROBBING OF FIELD BEAN FLOWERS BY THE SHORT-TONGUED BUMBLE BEE BOMBUS-TERRESTRIS L",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APICULTURAL RESEARCH",NA,NA,NA,"22","2",NA,NA,"124","129",NA,NA,NA,"10.1080/00218839.1983.11100573",NA,NA,NA,NA,NA,NA,"Article","1983",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,6,0,20,NA,NA,"0021-8839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-01-01","WOS:A1983RF81100012",NA,NA
"J","Cole, Lorna J.; Baddeley, John A.; Robertson, Duncan; Topp, Cairistiona F. E.; Walker, Robin L.; Watson, Christine A.",NA,NA,NA,"Baddeley, John A/A-1923-2010; Watson, Christine/HNP-9667-2023; Cole, Lorna J/H-7123-2012; Topp, Cairistiona/L-8439-2016","Watson, Christine/0000-0002-3758-9483; Topp, Cairistiona/0000-0002-7064-638X; Baddeley, John/0000-0003-3669-7375; Walker, Robin/0000-0002-8008-4413",NA,NA,NA,NA,"Supporting wild pollinators in agricultural landscapes through targeted legume mixtures",NA,NA,NA,NA,NA,NA,NA,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",NA,NA,NA,"323",NA,NA,NA,NA,NA,"107648",NA,NA,"10.1016/j.agee.2021.107648",NA,NA,NA,NA,"SEP 2021",NA,"Article","JAN 1 2022",2022,"Insect-pollinated legumes are rich in plant-based proteins making them a vital constituent of sustainable healthy diets for people and livestock. Furthermore, they deliver or support a range of ecosystem services that underpin agricultural production and their prevalence in agricultural landscapes is likely to increase. Under typical implementation and management, the value of legumes to pollinators has, however, been questioned. Through exploring a range of legume crops, grown as monocultures and mixtures, this study aims to identify multifunctional legume cropping systems that optimise forage availability for a diversity of wild pollinators whilst delivering a wide range of agronomic and environmental benefits. This study innovatively explores legume mixtures concurrently with monocultures of the component species using replicated small-plot field trials established in two geographical locations. Observational plots assessed the richness and abundance of floral resources, and wild pollinators (i.e. bumblebees and hoverflies) throughout the peak flowering period. Densely flowering, highly profitable legumes (e.g. Trifolium incarnatum and Trifolium mixes) supported abundant and rich pollinator assemblages. The functional makeup of floral visitors was strongly influenced by flower structure and hoverflies, with their shorter proboscises, were largely constrained to legumes with shallower corolla and open weed species. Floral richness was not a key driver of pollinator assemblages; however, clear intra-specific differences were observed in flowering phenology. Combining functionally distinct legumes with respect to flower structure and phenology, will support a wider suite of pollinating insects and help stabilise the temporal availability of forage. For highly competitive legumes (e.g. Vicia faba and Vicia sativa), planting in discrete patches is recommended to reduce the risk of less competitive species failing in mixtures. Legumes can provide valuable forage for pollinators; however, they fail to meet all resource requirements. They should therefore be used in combination with agri-environmental measures targeted to promote early-season forage (e.g. hedgerows and farm woodlands), open flowers for hoverflies, saprophytic hoverfly larval resources (e.g. ditches and ponds) and nesting habitats (e.g. undisturbed field margins).",NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,9,0,18,NA,NA,"0167-8809","1873-2305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRUC, Integrated Land Management, Auchincru Estate, Auchincruive KA6 5HW, Ayr, ScotlandSRUC, Rural Land Use, Craibstone Estate, Aberdeen AB21 9YA, ScotlandSRUC, Agr Hort & Engn Sci, West Mains Rd, Edinburgh EH9 3JG, Midlothian, Scotland","SRUCSRUCSRUC",NA,NA,"2021-09-30","WOS:000706994700014",34980933,NA
"J","Mateos-Fierro, Zeus; Garratt, Michael P. D.; Fountain, Michelle T.; Ashbrook, Kate; Westbury, Duncan B.",NA,NA,NA,"Garratt, Michael/AAT-2259-2020","Garratt, Michael/0000-0002-0196-6013; Fountain, Michelle/0000-0002-1317-4830; Ashbrook, Kate/0000-0001-6555-8791; Westbury, Duncan/0000-0001-7094-0362; Mateos-Fierro, Zeus/0000-0002-6970-6533",NA,NA,NA,NA,"The potential of wildflower strips to enhance pollination services in sweet cherry orchards grown under polytunnels",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF APPLIED ECOLOGY",NA,NA,NA,"60","6",NA,NA,"1044","1055",NA,NA,NA,"10.1111/1365-2664.14394",NA,NA,NA,NA,"MAR 2023",NA,"Article","JUN 2023",2023,"1. Sweet cherry production benefits from insect pollination, but the extent to which wildflower strips can boost pollinator visitation under polytunnels is unknown.2. Wildflowers were established in alleyways between tree rows under polytunnels in 10 commercial cherry orchards. Their management involved either a single cut in September (Standard Wildflower Strips (SWS)) or being actively maintained to 20 cm with regular cutting (Actively Managed Wildflower Strips (AMWS)), compared with unsown Control Strips (CS). Flower visitors of cherry and wildflowers were recorded by visual observations for 3 years (2017-2019), while cherry production (quantity and quality) was assessed in 2019.3. In total, 67 visitor species were identified; managed commercial species ( Apis mellifera and Bombus terrestris) made up similar to 74% of all records. During the cherry blossom period (anthesis), AMWS had the highest visitor density to cherry blossoms compared with CS and SWS but no significant difference in harvestable fruit was recorded. After anthesis, greater visitor density, diversity and richness were observed in both wildflower treatments compared with CS, being greatest in SWS, which was consistent with differences in floral communities between treatments.4. Although visitor density was not correlated with fruit set, pollinating insects were key for fruit yields and quality. Fruit set was similar to 17% from blossoms exposed to visitors compared with <1% when excluded. Furthermore, hand pollination resulted in similar to 32% fruit set, indicating greatest pollination deficits in CS (similar to 50%) compared with AMWS (similar to 28%) and SWS (similar to 35%).5. Synthesis and applications. Sweet cherry is highly dependent on pollinators to underpin commercial yields, and pollination deficits exist under polytunnels. Growers should, therefore, reconsider their pollination strategies and look to combine effective pollinator management with polytunnel use to mitigate deficits; establishing and actively managing wildflowers in alleyways could enhance wild visitors and pollination.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,"0021-8901","1365-2664",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Worcester, Sch Sci & Environm, Worcester WR2 6AJ, EnglandPurdue Univ, Dept Entomol, W Lafayette, IN 47907 USAUniv Reading, Sch Agr Policy & Dev, Reading RG6 6AR, EnglandNIAB, New Rd, East Malling ME19 6BJ, England","NIAB",NA,NA,"2023-04-20","WOS:000962218900001",NA,NA
